id	filename	md5	size	state
07512cfc-493b-4c49-a48e-e598524e07ff	07512cfc-493b-4c49-a48e-e598524e07ff/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_F01_1244522.grch38.seg.v2.txt	dd09f0891953572787b71ae7ef7253da	31806	validated
079e9ad0-d04c-4f0a-bbd5-3df63a638c28	079e9ad0-d04c-4f0a-bbd5-3df63a638c28/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_C10_902916.grch38.seg.v2.txt	8461b363962403af5055b6f11566919e	25567	validated
07df43a8-9ee3-4b6c-9d9f-cd0ee9b1532e	07df43a8-9ee3-4b6c-9d9f-cd0ee9b1532e/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_H11_585164.grch38.seg.v2.txt	2a6b7025cb749a0f9dec570dbdb712e3	46837	validated
080636b9-3ec5-478e-8b36-7c7817ca7b6a	080636b9-3ec5-478e-8b36-7c7817ca7b6a/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_C03_1244554.grch38.seg.v2.txt	ab8bf06b2e01bfb698e7dcc6cab02e80	46944	validated
080b1840-3bbf-46e2-83bb-813f7b96d063	080b1840-3bbf-46e2-83bb-813f7b96d063/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_A06_585212.grch38.seg.v2.txt	2148126434902c9b803188bb9921143d	43332	validated
0832e5ea-c92a-4f11-bf06-774d9420123b	0832e5ea-c92a-4f11-bf06-774d9420123b/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C02_771474.grch38.seg.v2.txt	329d327269374f4dd2ac4074439d6c0b	54401	validated
085f796a-a23a-4005-b220-9603631ecb56	085f796a-a23a-4005-b220-9603631ecb56/NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_D12_914326.grch38.seg.v2.txt	b96a7fa909446253f131299cf46cc87d	28790	validated
0886dccd-3f81-4f47-9539-6f18ab0344c9	0886dccd-3f81-4f47-9539-6f18ab0344c9/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_D10_1148040.grch38.seg.v2.txt	f629a3d6e8656923d73621e20c1f0ff2	30810	validated
08f20fcb-8415-41c6-b070-01fa9c3fb513	08f20fcb-8415-41c6-b070-01fa9c3fb513/NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_D02_914254.grch38.seg.v2.txt	d6c173c8549b5b24ef09451432cb7bb1	22960	validated
09165f57-b0a0-445e-a961-16ac0fbf9db6	09165f57-b0a0-445e-a961-16ac0fbf9db6/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_B10_808534.grch38.seg.v2.txt	8cf53f1c6106670648afc75d52962b11	27948	validated
09217227-efb7-4e3d-98f9-ade64a5c0e50	09217227-efb7-4e3d-98f9-ade64a5c0e50/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_C01_902862.grch38.seg.v2.txt	804227570319caa53a6618f206f7e03e	34878	validated
0932d63a-d222-4454-85bc-570eb117b6ec	0932d63a-d222-4454-85bc-570eb117b6ec/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_F04_808364.grch38.seg.v2.txt	0db1dd00d7c2256f71e216b2da09f40f	24163	validated
095b1861-5e7e-4557-9d87-18e8298824cc	095b1861-5e7e-4557-9d87-18e8298824cc/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D06_1306542.grch38.seg.v2.txt	1d38049b8b44a9dc9449f3772bd31019	53760	validated
0963968c-0895-4785-85b7-b7f7299b2126	0963968c-0895-4785-85b7-b7f7299b2126/DRAMA_p_TCGA_276_278_N_GenomeWideSNP_6_D07_1322506.grch38.seg.v2.txt	b75fffcd15e05954572a9a8a56b5acca	21971	validated
0977f54d-bf7e-4662-8949-9194a68bf3d0	0977f54d-bf7e-4662-8949-9194a68bf3d0/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_H10_1148016.grch38.seg.v2.txt	1e7f19b43b3516498a7babd1ae7933c3	42993	validated
0981b0cc-7df0-40e5-98bd-4a14913602e3	0981b0cc-7df0-40e5-98bd-4a14913602e3/BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_H09_1039702.grch38.seg.v2.txt	7bda87c069dcb17a987ca18e5fd51aa1	43121	validated
09a2c1bd-18b2-4325-9182-1c21c786ac19	09a2c1bd-18b2-4325-9182-1c21c786ac19/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_B06_680314.grch38.seg.v2.txt	f2965c21dc74318508eaf1cc8389fa88	58094	validated
09bb9a34-7503-4f78-9ea2-7d2a89b5b65e	09bb9a34-7503-4f78-9ea2-7d2a89b5b65e/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_B04_1148022.grch38.seg.v2.txt	a23772fe1bab7d09fee99f2d2ba1c438	33197	validated
0a08ae1d-fb25-4846-817d-59b4bf50f542	0a08ae1d-fb25-4846-817d-59b4bf50f542/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_G07_902770.grch38.seg.v2.txt	95a475a5928348d109ad44911781174c	39119	validated
0a0a1505-a4e9-48ee-bdfb-c81e66fbe2a6	0a0a1505-a4e9-48ee-bdfb-c81e66fbe2a6/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B09_1301010.grch38.seg.v2.txt	b335831e46c4666e21631ad071006efe	22396	validated
0a2f5e96-e0eb-4e37-8cc9-e179766959db	0a2f5e96-e0eb-4e37-8cc9-e179766959db/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_D11_787164.grch38.seg.v2.txt	a998a12759b4a09c2139613089d0b350	24753	validated
0a40fb7e-ef6a-4904-975a-44398754be98	0a40fb7e-ef6a-4904-975a-44398754be98/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_C01_808346.grch38.seg.v2.txt	8d58271bee134ca052e6cb1233c4d3d6	39199	validated
0b11ac43-d908-4d30-8a8b-ecf557ec8ffd	0b11ac43-d908-4d30-8a8b-ecf557ec8ffd/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_C01_1148074.grch38.seg.v2.txt	a7db228f4e86c93a31ef392f052bc70a	24552	validated
0b7869f6-a786-4f8c-bf98-86c34803188c	0b7869f6-a786-4f8c-bf98-86c34803188c/TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_C04_809088.grch38.seg.v2.txt	2d3754ce4ad734acbe20afc96cf456b1	27577	validated
0bf31691-2be5-4667-8c63-db6b93fafd4b	0bf31691-2be5-4667-8c63-db6b93fafd4b/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_F10_1301108.grch38.seg.v2.txt	33ba21408aa3c5db73cfedea4df8f880	35020	validated
0c02c248-0003-4e16-a4e3-f09321416f4d	0c02c248-0003-4e16-a4e3-f09321416f4d/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_F03_808376.grch38.seg.v2.txt	18acda3e8c9bd0cc7de6f757c1ebe74f	42880	validated
0c44458b-0e62-4a5e-9213-ebca848810cb	0c44458b-0e62-4a5e-9213-ebca848810cb/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_B07_680400.grch38.seg.v2.txt	7c3485ff7622df4d0d2bfde4ad0807e4	42845	validated
0d41570d-7560-40fa-9a7f-ce07f9802a21	0d41570d-7560-40fa-9a7f-ce07f9802a21/COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_A02_1051514.grch38.seg.v2.txt	c4badd0efad1f3589a5cf0336a1cae12	50945	validated
0d4a66d3-2808-43d1-b90f-cfadc5b03818	0d4a66d3-2808-43d1-b90f-cfadc5b03818/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D02_1306592.grch38.seg.v2.txt	203f61bca413462fe6c102fb8ebe6b0b	44273	validated
0d744874-196b-4051-a8dd-ed99762742dc	0d744874-196b-4051-a8dd-ed99762742dc/COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_A12_1051528.grch38.seg.v2.txt	7cce3122fa50632fbb7379d25ecd18d5	17947	validated
0d8c4ec3-1fbb-42cc-a4ff-e4e1fb720348	0d8c4ec3-1fbb-42cc-a4ff-e4e1fb720348/TAROK_p_TCGA_264_N_GenomeWideSNP_6_C03_1306492.grch38.seg.v2.txt	82b630fef6c4c71db79e83e8413d151a	48982	validated
0d9c8886-80df-4402-b480-03ea8ce67dd8	0d9c8886-80df-4402-b480-03ea8ce67dd8/TAROK_p_TCGA_264_N_GenomeWideSNP_6_C09_1306478.grch38.seg.v2.txt	4c5df1a446e8ef4f1d98c963a84d6b3e	23341	validated
0da39e61-3f30-417f-806d-6f8fdde6f6ec	0da39e61-3f30-417f-806d-6f8fdde6f6ec/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_B11_902860.grch38.seg.v2.txt	20ec727f1f9e76ce8e1886dec4470480	20968	validated
0df49021-943e-4005-880e-c888df3edc5a	0df49021-943e-4005-880e-c888df3edc5a/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_F02_902784.grch38.seg.v2.txt	8a958fd4100c26fa47f9e676fd74ab72	21455	validated
0eb02363-79a3-43c1-aee4-12a227ca971f	0eb02363-79a3-43c1-aee4-12a227ca971f/NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_F04_914282.grch38.seg.v2.txt	bc38af6ec8b534768753d291b625bcaf	76910	validated
0ec2b727-f9b0-434b-82f9-c6bc0ac1ee43	0ec2b727-f9b0-434b-82f9-c6bc0ac1ee43/NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_A05_1486556.grch38.seg.v2.txt	5149945e8d168f8af8638b5da6508917	46407	validated
0edaa30a-5e9b-4aeb-af30-25ab08ba68d6	0edaa30a-5e9b-4aeb-af30-25ab08ba68d6/TAROK_p_TCGA_264_N_GenomeWideSNP_6_C08_1306508.grch38.seg.v2.txt	8cd01ecf72896b65a266640fa49d10b1	21764	validated
0f2ebfa4-a46d-4720-a043-f354c45b5743	0f2ebfa4-a46d-4720-a043-f354c45b5743/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_A05_748196.grch38.seg.v2.txt	41a717d1f2e9a72a946d59fa5a67efb8	23464	validated
0f4dbf9e-76bc-48d3-ad47-4ae4915e9747	0f4dbf9e-76bc-48d3-ad47-4ae4915e9747/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_B05_771476.grch38.seg.v2.txt	eaca7fc2eb2e578ae2ef8691d130fba8	31455	validated
0fa50d18-aa67-453a-8667-bcb9a621b6a2	0fa50d18-aa67-453a-8667-bcb9a621b6a2/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_B05_585246.grch38.seg.v2.txt	5aec36b72440530347adf595dfba1037	21478	validated
0fccaf54-f190-4b32-b59e-60ebdb70e953	0fccaf54-f190-4b32-b59e-60ebdb70e953/RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_C03_1245132.grch38.seg.v2.txt	ff3f7bc8a4c4501bc2e03ce98dab3dc6	39785	validated
1015adaf-8470-4525-a34b-342c56821cc1	1015adaf-8470-4525-a34b-342c56821cc1/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_D08_680228.grch38.seg.v2.txt	e7fc27f2289d49f97efad8f551b5c20d	23159	validated
1063f278-1cdc-4baf-a947-c9792e05d3ba	1063f278-1cdc-4baf-a947-c9792e05d3ba/PHYLE_p_TCGA_189_193_Rec_SNP_N_GenomeWideSNP_6_A09_932600.grch38.seg.v2.txt	72f3a7e37bd0d17e7c7fe6d08ae40a8c	74779	validated
1088758c-2ea5-4ec2-9c28-a71ddf21efe8	1088758c-2ea5-4ec2-9c28-a71ddf21efe8/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_H04_787126.grch38.seg.v2.txt	f8f68ae45c2f45a44b3309fe45c2e0db	37475	validated
11049f34-c28d-412c-b5a4-b2f3c566a93b	11049f34-c28d-412c-b5a4-b2f3c566a93b/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_D10_1300980.grch38.seg.v2.txt	d43a999fa76fff665f1e9d6199cac216	62788	validated
11112f7e-173b-4ee0-83f2-22588281847f	11112f7e-173b-4ee0-83f2-22588281847f/TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_F05_809080.grch38.seg.v2.txt	a5152b38d6d238315660f3d0deb309b9	32953	validated
114e4bf8-cbe7-48c0-ae49-ab2aa2729bff	114e4bf8-cbe7-48c0-ae49-ab2aa2729bff/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_D04_902882.grch38.seg.v2.txt	9a3c339bf1eb3cc79cb3480af40760cd	47527	validated
1182a3ff-2880-46cc-9b2b-f9608286d688	1182a3ff-2880-46cc-9b2b-f9608286d688/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D07_1306644.grch38.seg.v2.txt	360b7b6fd4fe684bfc8994880df3d45f	31180	validated
11c06f26-884c-4731-a984-641c2bf55305	11c06f26-884c-4731-a984-641c2bf55305/TAROK_p_TCGA_264_N_GenomeWideSNP_6_A06_1306510.grch38.seg.v2.txt	622d634d50bd836004ec7a2377a0ebc7	30620	validated
12934cb4-333d-4b6d-a9e2-3c67f2419016	12934cb4-333d-4b6d-a9e2-3c67f2419016/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_C09_1301104.grch38.seg.v2.txt	fed2902b5a1d041101fcc0cc72e1963c	30282	validated
12c05c9a-16a1-4431-9546-6f65ac3f9b86	12c05c9a-16a1-4431-9546-6f65ac3f9b86/LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_B11_914468.grch38.seg.v2.txt	9ad2c0ccc09cb673f4b94a739ef79643	36640	validated
12e2cf78-78d6-48a8-bf9d-7dd8979c6e63	12e2cf78-78d6-48a8-bf9d-7dd8979c6e63/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_F02_808394.grch38.seg.v2.txt	77930cb0b5b402c5195f281c54873deb	21626	validated
1312277d-4798-4c31-a747-5c58623c09d8	1312277d-4798-4c31-a747-5c58623c09d8/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_D11_748154.grch38.seg.v2.txt	3d3f03b59c756b5af3aa2bd78e7671f5	29492	validated
1318b2c0-f720-4258-b71c-de2df730eb71	1318b2c0-f720-4258-b71c-de2df730eb71/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_D12_680268.grch38.seg.v2.txt	32fc43e53d1129719650eba7d6c58b1d	51327	validated
13631891-e12e-4a72-8709-924d1875fa44	13631891-e12e-4a72-8709-924d1875fa44/TOPOS_p_TCGAb_352_353_84_86_NSP_GenomeWideSNP_6_H06_1376578.grch38.seg.v2.txt	b5995f5c178bb763dcd4f00067be079f	107789	validated
13663c94-3dde-422f-8edf-738ab5f842df	13663c94-3dde-422f-8edf-738ab5f842df/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_A01_680348.grch38.seg.v2.txt	4f30cef86b5dd6bedeebf7a625faf4ce	39760	validated
13938378-b924-4d53-ac68-00b63ecc1925	13938378-b924-4d53-ac68-00b63ecc1925/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_B10_831176.grch38.seg.v2.txt	3cca3aecaee8fcbe9c0112958110014d	24397	validated
13c29fe2-3f29-4238-b18a-04980683bd64	13c29fe2-3f29-4238-b18a-04980683bd64/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_C03_831244.grch38.seg.v2.txt	d3dca297ac8893812dc0f3a856774d07	55030	validated
1400b50f-a39f-49d4-9100-841e60faad68	1400b50f-a39f-49d4-9100-841e60faad68/TAROK_p_TCGA_264_N_GenomeWideSNP_6_A09_1306606.grch38.seg.v2.txt	59b53211601659692e794c06c79b0975	57610	validated
141bf84c-309c-4011-af7c-140b892c2422	141bf84c-309c-4011-af7c-140b892c2422/TAROK_p_TCGA_264_N_GenomeWideSNP_6_E04_1306634.grch38.seg.v2.txt	9ede534f66f5868bb49c971f783e03c5	29084	validated
14267023-8d58-4589-aa56-6e921442ba20	14267023-8d58-4589-aa56-6e921442ba20/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D05_1306536.grch38.seg.v2.txt	3325548d68247ef37254c49bb46e6ce9	38383	validated
151936cd-51ed-4ba5-8f40-f3809a2f957b	151936cd-51ed-4ba5-8f40-f3809a2f957b/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_C12_1301090.grch38.seg.v2.txt	3b8b248089311e70548fc1cdf0c34583	45802	validated
152ba584-2dd3-489b-b182-78fcbef4ed08	152ba584-2dd3-489b-b182-78fcbef4ed08/UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_H05_1376916.grch38.seg.v2.txt	e8d9e68f762d3de78c125e210c6de220	56383	validated
1551fdb9-ca69-49b7-972a-a678498e16dc	1551fdb9-ca69-49b7-972a-a678498e16dc/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A02_771554.grch38.seg.v2.txt	e33049aaf93c197728362c1d65d52142	34468	validated
15638d2c-e996-423a-ba18-3faeb1d0eef3	15638d2c-e996-423a-ba18-3faeb1d0eef3/TAROK_p_TCGA_264_N_GenomeWideSNP_6_F01_1306642.grch38.seg.v2.txt	5a4dfb82bac993a649c4d5dc1d1a52c1	27772	validated
15fd29a6-0dda-45e7-ae1a-91efe3e38d82	15fd29a6-0dda-45e7-ae1a-91efe3e38d82/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_D11_1148118.grch38.seg.v2.txt	6feb07969e5a987210150f7c193ebe4b	22982	validated
160561fd-4612-40d4-9c17-35f7bc611876	160561fd-4612-40d4-9c17-35f7bc611876/TAROK_p_TCGA_264_N_GenomeWideSNP_6_F03_1306484.grch38.seg.v2.txt	a2cad74d2aef4408187dabdc96bb2696	36588	validated
162ec79e-174e-4493-b8aa-f0587f3a5e8a	162ec79e-174e-4493-b8aa-f0587f3a5e8a/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_F10_787116.grch38.seg.v2.txt	956c0ca3a9af4fb7bc69463ca1d28163	54919	validated
165480d2-daf2-49b5-ac25-2ece51bce6df	165480d2-daf2-49b5-ac25-2ece51bce6df/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_C04_1148142.grch38.seg.v2.txt	781957c1eefb285b94fbd7676d112538	41858	validated
16719164-46f1-444b-bca3-14400790f6c7	16719164-46f1-444b-bca3-14400790f6c7/TAROK_p_TCGA_264_N_GenomeWideSNP_6_E12_1306636.grch38.seg.v2.txt	533f4e14cec394c683818700d620294f	25489	validated
16d8c5ce-0201-40ce-9565-d9d782fba5a0	16d8c5ce-0201-40ce-9565-d9d782fba5a0/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_B12_902794.grch38.seg.v2.txt	e53922d6c85b6c155d15b0b88aa62427	44837	validated
174f6dd2-fa0a-434c-87d4-cf097594108f	174f6dd2-fa0a-434c-87d4-cf097594108f/UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_H06_1377016.grch38.seg.v2.txt	3247f7630a1fea67f5a4ae764343f8bc	34177	validated
177d8d6f-7e9c-4e0e-9b16-9d27adb9045e	177d8d6f-7e9c-4e0e-9b16-9d27adb9045e/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C11_771478.grch38.seg.v2.txt	b25eaea9c235cf1e89957d27b973c141	97527	validated
1789b8ab-1c20-4e9a-a93b-24aa65c64304	1789b8ab-1c20-4e9a-a93b-24aa65c64304/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_D03_808430.grch38.seg.v2.txt	2c71d14d38c9e78ebdff15875fc16901	21305	validated
178bfe88-be91-4103-8ee1-711528fdb2d2	178bfe88-be91-4103-8ee1-711528fdb2d2/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_D08_1244590.grch38.seg.v2.txt	a567c4c4b12246a8f0b3319ab0ae4ba6	60437	validated
17efb8d7-8ea0-4019-bb71-55d6465ccf6f	17efb8d7-8ea0-4019-bb71-55d6465ccf6f/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F07_771596.grch38.seg.v2.txt	aaae06c5ea2c3f0fe80847bb92dd6745	29434	validated
186ce4d6-eed6-40d9-9ecb-1acc5b2cad5d	186ce4d6-eed6-40d9-9ecb-1acc5b2cad5d/UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_H09_1376982.grch38.seg.v2.txt	0fc1673aee55db4b056afdaf02d50f77	140166	validated
188f1765-4ea6-4331-82b7-1ece71951b5b	188f1765-4ea6-4331-82b7-1ece71951b5b/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_C02_1148034.grch38.seg.v2.txt	390dfa663ae6dac65f20953b4401dcc3	43611	validated
193417e2-987c-4157-bf8a-61fbf65827f0	193417e2-987c-4157-bf8a-61fbf65827f0/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_G06_1244568.grch38.seg.v2.txt	5df9ca1d6042d6579e6846c4e2409614	30126	validated
1a0a5d6b-b0dc-4be1-9c4a-99dcd928f9e2	1a0a5d6b-b0dc-4be1-9c4a-99dcd928f9e2/BASIC_p_TCGASNP_219_221_223_N_GenomeWideSNP_6_G08_1148718.grch38.seg.v2.txt	3b32979675a770134d4a41f1afbc762c	30610	validated
1a19bdab-24e4-44f8-b2c2-a0bebd575d74	1a19bdab-24e4-44f8-b2c2-a0bebd575d74/TAROK_p_TCGA_264_N_GenomeWideSNP_6_F02_1306600.grch38.seg.v2.txt	855e0b096e66a5770649d605bd992624	34338	validated
1a24b61c-363d-4750-b13d-1ef4c8b2a63d	1a24b61c-363d-4750-b13d-1ef4c8b2a63d/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_H11_1148174.grch38.seg.v2.txt	e28bf007d62bbed8bc233e27f2d0bf01	25064	validated
